Ticker,Train Start,Train End,Test Start,Test End,Return_Predicted_Train,Return_Predicted_Test,Train < Test,Alpha,Trigger_Up,Trigger_Down
VZ,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.25310185305637833,-0.09277249073411308,0,0.2705263157894737,0.01,0.01
BMY,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.0200789885833547,-0.0713359092240601,0,0.2705263157894737,0.8811111111111111,-0.99
NEM,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.0440060689249431,0.0732891712028454,1,0.4268421052631579,0.5544444444444444,-0.5455555555555556
USB,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.1029401588764412,-0.11272242894083898,0,0.4789473684210527,0.01,-0.2122222222222222
CLF,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.43147923984518105,-0.2775138369236606,0,0.7394736842105263,0.01,0.01
BBD,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.07026226684742368,-0.1799707060001644,0,0.32263157894736844,0.22777777777777777,-0.99
DIS,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.26482794280554556,-0.2982619435882288,0,0.6352631578947369,0.01,0.01
LUV,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.12477243778966939,-0.08206013468362461,0,0.4789473684210527,0.22777777777777777,-0.4344444444444444
WIT,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.0553826212549704,-0.06943506195427421,0,0.32263157894736844,0.8811111111111111,-0.99
BSX,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.19066915245747282,-0.22231100583304453,0,0.01,0.8811111111111111,-0.7677777777777777
BB,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.1877212010147313,-1.018881586024394,0,0.7394736842105263,0.01,0.01
LNW,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.0353480813488809,-0.0914029710309586,0,0.21842105263157896,0.5544444444444444,-0.99
CVX,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.24719016735166197,-0.12132317549558655,0,0.6352631578947369,0.01,0.01
BBWI,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.3839375531870232,0.23111530770355423,0,0.6873684210526316,0.01,0.01
FAST,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.2870223123507445,-0.02160477932788079,0,0.6352631578947369,0.01,0.01
CCJ,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.5552253658596945,-0.4795026883202612,0,0.6352631578947369,0.01,0.01
GOOG,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.39463723015084845,-0.44693880598905444,0,0.4789473684210527,0.01,0.01
ES,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.18738102529039022,-0.16546943747826762,0,0.6352631578947369,0.01,0.01
KR,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.12570816579767458,-0.09312387451926109,0,0.37473684210526315,0.33666666666666667,-0.10111111111111111
HPQ,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.4422083009553495,-0.19801747484617366,0,0.5831578947368421,0.01,0.01
IRM,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.2856025738307248,0.13251245046175208,0,0.11421052631578947,0.22777777777777777,-0.2122222222222222
ON,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.5970386468956739,-0.20272731751245887,0,0.6873684210526316,0.01,0.01
AZN,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.0323963714918684,-0.1022739287806151,0,0.32263157894736844,0.6633333333333333,-0.99
TGT,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.11657416349388663,-0.29818731557970074,0,0.21842105263157896,0.01,-0.4344444444444444
HST,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.3729621447201776,-0.44981058239175536,0,0.6873684210526316,0.01,0.01
T,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.1784851421020075,-0.035732981202619085,0,0.01,0.01,-0.5455555555555556
GOOGL,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.3946387733828771,-0.44693729745714866,0,0.4789473684210527,0.01,0.01
LUMN,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.32557957354773587,-0.21704231894061243,0,0.5831578947368421,0.01,0.01
VALE,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.2260703740339543,-0.23855565604704437,0,0.791578947368421,0.01,0.01
TJX,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.1836719666080882,0.03377726387102279,0,0.6352631578947369,0.01,0.01
CRM,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.23180329646550935,-0.19506954165490759,0,0.5310526315789474,0.01,-0.3233333333333333
NFLX,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.592656014367976,-0.05202709128251167,0,0.5310526315789474,0.01,-0.10111111111111111
LRCX,2010-08-12,2011-02-09,2011-02-10,2011-08-10,0.47679867824665423,-0.49372664640975866,0,0.6352631578947369,0.01,0.01
CDE,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.5901243585077298,-0.25365024484635146,0,0.01,0.7722222222222221,-0.3233333333333333
ORCL,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.22202266582355218,-0.48981762965044834,0,0.01,0.22777777777777777,0.01
AMZN,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.06551688921320459,-0.018464146201434724,0,0.7394736842105263,0.01,0.01
ASX,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.31455935986673955,0.012312968346427016,0,0.16631578947368422,0.33666666666666667,-0.6566666666666666
PTEN,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.33292148530760085,-0.4862354554081367,0,0.16631578947368422,0.01,0.01
FHN,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.5015109851692364,-0.6206534176511069,0,0.5831578947368421,0.01,0.01
KMB,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.012196143235973098,-0.1327607348824781,0,0.6352631578947369,0.01,0.01
OXY,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.5183413403300808,0.029022357463668106,0,0.32263157894736844,0.01,0.01
ERIC,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.10886432992960973,-0.4974150043967628,0,0.11421052631578947,0.01,0.01
AES,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.22929794638801443,-0.2502347104292308,0,0.6873684210526316,0.01,0.01
MSTR,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.42268829026447474,0.39370588593006245,0,0.01,0.11888888888888888,-0.3233333333333333
MRK,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.18907332055084958,0.09015744696614236,0,0.5310526315789474,0.01,0.01
NVDA,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.6172231503765406,0.43657932378206893,0,0.11421052631578947,0.01,0.01
CAG,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.09707523558506279,-0.22118166243998907,0,0.4789473684210527,0.01,0.01
MCHP,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.17878758719213864,-0.004405288801804215,0,0.2705263157894737,0.99,-0.10111111111111111
FE,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.03933446407987273,0.05820141271931851,1,0.6352631578947369,0.01,0.01
BA,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.34078970758566196,0.2550664207625788,0,0.2705263157894737,0.01,0.01
NVO,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.098038969956416,-0.03969655349166811,0,0.01,0.33666666666666667,-0.2122222222222222
EQT,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.299216120533708,0.41641639808452924,1,0.4789473684210527,0.11888888888888888,0.01
INFY,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.07521758621279348,-0.4645793378802471,0,0.01,0.7722222222222221,0.01
UMC,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.4161394676185816,-0.839256451731349,0,0.6352631578947369,0.01,0.01
JNJ,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.07975484763643899,-0.014980143065851796,0,0.37473684210526315,0.7722222222222221,-0.10111111111111111
PBR-A,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.30672378615710155,0.21178280760846302,0,0.6352631578947369,0.11888888888888888,0.01
KEY,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.37074635060464634,-0.25680684829978334,0,0.6352631578947369,0.01,0.01
CNC,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.2755663770431456,0.20815248347543722,0,0.01,0.11888888888888888,-0.2122222222222222
MDLZ,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.0758265856054544,0.1478985159266832,1,0.6352631578947369,0.01,0.01
MDT,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.2290126577656024,-0.3125353086531591,0,0.6873684210526316,0.01,0.01
GAP,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.010424010200993601,0.0088289578921436,0,0.16631578947368422,0.99,-0.99
MSFT,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.10272911985222731,-0.22860070705567576,0,0.6873684210526316,0.01,0.01
GSK,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.06707936713648632,-0.16099623454225437,0,0.01,0.11888888888888888,-0.5455555555555556
TXN,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.2695649129059027,-0.2948866415574154,0,0.6873684210526316,0.01,0.01
GGB,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.64385024862559,0.046286944181230805,0,0.5831578947368421,0.01,0.01
KGC,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.17016776645206388,-0.25292629134520206,0,0.6873684210526316,0.01,0.01
PLUG,2011-02-10,2011-08-10,2011-08-11,2012-02-09,1.7815021447588646,-0.07266707059429423,0,0.37473684210526315,0.33666666666666667,0.01
INTC,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.11703764846146741,0.11399834937215649,0,0.06210526315789474,0.22777777777777777,-0.3233333333333333
ABEV,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.0,0.0,0,0.4789473684210527,0.8811111111111111,-0.99
FCX,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.19122222675414474,0.023350011180469005,0,0.4789473684210527,0.7722222222222221,-0.2122222222222222
EQNR,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.2620111222500272,-0.1456604775426999,0,0.01,0.44555555555555554,-0.3233333333333333
NKE,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.05739433226776886,-0.2661344482901123,0,0.6352631578947369,0.01,0.01
AAPL,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.15786489321777414,0.13602860241525436,0,0.01,0.11888888888888888,-0.3233333333333333
AMAT,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.32836053309714214,-0.16504609597237,0,0.6873684210526316,0.01,0.01
IAG,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.3049759055964251,-0.010031363314077444,0,0.6352631578947369,0.01,0.01
HBAN,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.4141860733914628,-0.4116959047386582,0,0.6352631578947369,0.01,0.01
F,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.39727759659904843,-0.19123930118862661,0,0.6352631578947369,0.01,0.01
BAC,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.6942082963533978,-0.23240716645517404,0,0.4789473684210527,0.01,0.01
TU,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.11862745802039043,-0.18394683616754529,0,0.32263157894736844,0.11888888888888888,0.01
MRVL,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.45958206551324793,-0.166259333608314,0,0.5310526315789474,0.22777777777777777,0.01
QCOM,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.15812459464011502,-0.25750061148399206,0,0.7394736842105263,0.01,0.01
EXC,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.026283871930643816,0.045096751828579903,1,0.01,0.8811111111111111,-0.5455555555555556
PBR,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.3528893850531997,0.41588222120838925,1,0.4268421052631579,0.11888888888888888,-0.10111111111111111
TSM,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.23261288798984237,-0.38669894632757695,0,0.2705263157894737,0.01,0.01
CTRA,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.5503163211026427,-0.009090731616997022,0,0.6352631578947369,0.01,0.01
VTRS,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.2935839486663968,-0.021085016454387408,0,0.6352631578947369,0.01,0.01
MU,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.6109127294105127,-0.5111426180209413,0,0.6873684210526316,0.01,0.01
C,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.46747153262972985,-0.20383358775459598,0,0.5310526315789474,0.01,0.01
DVN,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.2454108223566995,-0.03800252507425647,0,0.6873684210526316,0.01,0.01
WMT,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.11122935053510888,-0.23256776031608403,0,0.5831578947368421,0.01,0.01
APH,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.28818448316325257,-0.22512029901117417,0,0.6352631578947369,0.01,0.01
MS,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.5431193820168521,-0.24781270527839885,0,0.5831578947368421,0.01,0.01
PPL,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.0,0.0,0,0.32263157894736844,0.99,-0.99
SONY,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.46169848046911516,0.034255754202705276,0,0.6352631578947369,0.01,0.01
WFC,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.3274752032831776,-0.2835439875971841,0,0.6352631578947369,0.01,0.01
PFE,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.0,0.0,0,0.4268421052631579,0.8811111111111111,-0.6566666666666666
PCG,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.21532147651855793,-0.3244687255829392,0,0.4268421052631579,0.01,0.01
RIG,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.39214564695582776,-0.026663406464114497,0,0.6873684210526316,0.01,0.01
CCL,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.42938025760237275,-0.09813352558898791,0,0.6873684210526316,0.01,0.01
B,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.3037201446686987,0.10597666880671557,0,0.21842105263157896,0.44555555555555554,-0.2122222222222222
CSCO,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.3234770379441871,-0.15743575282344038,0,0.5310526315789474,0.01,-0.10111111111111111
HAL,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.3129281307593176,0.30944825810443666,0,0.6352631578947369,0.01,0.01
LOW,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.27217896694715704,-0.3760883070796114,0,0.6873684210526316,0.01,0.01
CSX,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.028217270712678804,-0.028677220592670284,0,0.4268421052631579,0.33666666666666667,-0.99
WDC,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.23344119447537517,-0.3142662248381618,0,0.6352631578947369,0.01,0.01
NOK,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.6757363040979103,-0.1478647061128177,0,0.6352631578947369,0.01,0.01
HD,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.24059981351653809,-0.4427381146424771,0,0.6352631578947369,0.01,0.01
MNST,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.3581419265842257,0.3251891457292416,0,0.6352631578947369,0.01,0.01
SBUX,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.07887071296895116,0.31754225508869105,1,0.6873684210526316,0.01,0.01
RF,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.5504424561963182,-0.35297890577622903,0,0.6352631578947369,0.01,0.01
IPG,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.33770673770654736,-0.3208964889966526,0,0.6352631578947369,0.01,0.01
VLY,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.13183702439770162,-0.15166272927572483,0,0.6352631578947369,0.01,0.01
UNH,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.09789967671517574,0.5021432723214774,1,0.5831578947368421,0.01,0.01
NGD,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.3841227747107447,-0.09188378393611651,0,0.32263157894736844,0.44555555555555554,-0.7677777777777777
HL,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.23021240502324353,0.23935935359016422,1,0.791578947368421,0.01,0.01
SLB,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.1712523172452779,0.006460250229061019,0,0.5831578947368421,0.11888888888888888,0.01
CMCSA,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.19820929485659672,-0.042014738334211384,0,0.2705263157894737,0.33666666666666667,0.01
EXAS,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.39823583154803854,0.328282672860248,0,0.6352631578947369,0.01,0.01
BAX,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.03817109227971771,0.10730229834765997,1,0.6873684210526316,0.01,0.01
NEE,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.06865382113602649,-0.16839832542461208,0,0.6352631578947369,0.01,0.01
BKR,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.2865212873270889,0.24809978260289567,0,0.06210526315789474,0.44555555555555554,0.01
AMD,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.3301320618903145,0.34767879331211093,1,0.01,0.7722222222222221,-0.5455555555555556
LEN,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.4098447317793665,-0.595997859208902,0,0.6873684210526316,0.01,0.01
KO,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.03131839603612729,0.06749430047961759,1,0.01,0.11888888888888888,-0.8788888888888888
CPRT,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.14466337185362202,0.13857389302384665,0,0.4789473684210527,0.01,0.01
BP,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.1737922964933095,0.10995984711342326,0,0.06210526315789474,0.11888888888888888,0.01
XOM,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.11202062968464999,-0.1377421775633534,0,0.32263157894736844,0.7722222222222221,-0.10111111111111111
JHX,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.12478929003483541,-0.08279863573086232,0,0.2705263157894737,0.44555555555555554,-0.2122222222222222
ABT,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.05525482476057632,0.13750106121688999,1,0.6352631578947369,0.01,0.01
ITUB,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.21011070450497876,-0.29555642912800273,0,0.7394736842105263,0.01,0.01
^VIX,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.7305608344348034,-0.20061546726369878,0,0.01,0.01,-0.7677777777777777
APA,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.25078480603382497,0.23016014986963415,0,0.4789473684210527,0.11888888888888888,-0.10111111111111111
SHEL,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.38369857236912314,-0.0900424982928399,0,0.01,0.11888888888888888,-0.10111111111111111
CNQ,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.28264201241134296,0.053202927814462286,0,0.06210526315789474,0.8811111111111111,-0.4344444444444444
TEVA,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.26314924228220743,-0.1439946712773768,0,0.5831578947368421,0.01,0.01
BCS,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.5649821506912523,-0.3368852791674789,0,0.6352631578947369,0.01,0.01
LYG,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.8356552758302811,-0.34317894933828325,0,0.6352631578947369,0.01,0.01
TSCO,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.090091919347684,0.3977973536432695,1,0.6873684210526316,0.01,0.01
VZ,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.043899865300142296,-0.1251370885263121,0,0.6873684210526316,0.01,0.01
BMY,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.06880055234387811,0.169245033799698,1,0.6352631578947369,0.01,0.01
NEM,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.1362728635677924,-0.10648541220352727,0,0.4789473684210527,0.01,0.01
USB,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.22884470044700767,-0.3121903266165684,0,0.6352631578947369,0.01,0.01
CLF,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.35168848658287394,0.2756050439119948,0,0.01,0.11888888888888888,-0.5455555555555556
BBD,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.10976578396076868,0.03510902987318933,0,0.5310526315789474,0.22777777777777777,0.01
DIS,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.2982619435882288,-0.30063338700137,0,0.5831578947368421,0.01,0.01
LUV,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.3853982660946928,-0.2057346307936874,0,0.6873684210526316,0.01,0.01
WIT,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.1941494268200351,-0.11967023264306635,0,0.6352631578947369,0.01,0.01
BSX,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.11722312657349586,0.030210721423066897,0,0.7394736842105263,0.01,0.01
BB,2011-02-10,2011-08-10,2011-08-11,2012-02-09,1.018881586024394,0.30312382368286694,0,0.5831578947368421,0.01,0.01
LNW,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.5245822889646329,0.28826752738659134,0,0.06210526315789474,0.01,0.01
CVX,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.16852135462114654,0.08323648267721051,0,0.4268421052631579,0.01,0.01
BBWI,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.32113380806871905,0.42461317920655756,1,0.6352631578947369,0.01,0.01
FAST,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.0194889528346658,-0.0415542159929853,0,0.01,0.5544444444444444,-0.4344444444444444
CCJ,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.7349030506728091,-0.13270732872520846,0,0.5831578947368421,0.01,0.01
GOOG,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.09053061418948834,-0.10610075812886453,0,0.6352631578947369,0.01,0.01
ES,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.1429426652178983,-0.032181098321259635,0,0.01,0.5544444444444444,0.01
KR,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.0205694754742804,-0.0675320034463333,0,0.4789473684210527,0.33666666666666667,-0.7677777777777777
HPQ,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.45875913617671,0.166742629743285,0,0.5310526315789474,0.01,0.01
IRM,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.3150217107239868,0.1411699940311285,0,0.06210526315789474,0.22777777777777777,-0.3233333333333333
ON,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.40173189481302174,-0.3076812996578493,0,0.7394736842105263,0.01,0.01
AZN,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.09818037044811828,-0.015845723696850205,0,0.2705263157894737,0.99,0.01
TGT,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.1310398982133918,-0.13254607451236294,0,0.6352631578947369,0.01,0.01
HST,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.5370723243847335,-0.3795338761681249,0,0.01,0.7722222222222221,0.01
T,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.05635466425217189,-0.0614690085435071,0,0.11421052631578947,0.6633333333333333,0.01
GOOGL,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.09053073932879718,-0.10610080884395555,0,0.6352631578947369,0.01,0.01
LUMN,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.24449328159930306,-0.152785879062225,0,0.6352631578947369,0.01,0.01
VALE,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.4215315468275093,0.1184811766224045,0,0.01,0.6633333333333333,-0.2122222222222222
TJX,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.03377726387102279,0.2852368694303182,1,0.6352631578947369,0.01,0.01
CRM,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.0358032494808035,0.002786246060022094,0,0.7394736842105263,0.01,0.01
NFLX,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.255626769919624,0.694094990110457,1,0.06210526315789474,0.6633333333333333,-0.5455555555555556
LRCX,2011-02-10,2011-08-10,2011-08-11,2012-02-09,0.36128021518693804,-0.02045816594479494,0,0.6873684210526316,0.01,0.01
CDE,2011-08-11,2012-02-09,2012-02-10,2012-08-09,0.3465445363245742,-0.3111095282051651,0,0.06210526315789474,0.01,-0.3233333333333333
ORCL,2011-08-11,2012-02-09,2012-02-10,2012-08-09,0.25390833662971657,0.1481917001368419,0,0.6352631578947369,0.01,0.01
AMZN,2011-08-11,2012-02-09,2012-02-10,2012-08-09,0.3199054732274967,-0.03439540207545235,0,0.16631578947368422,0.5544444444444444,-0.8788888888888888
ASX,2011-08-11,2012-02-09,2012-02-10,2012-08-09,0.26869132220435493,-0.20547625344796627,0,0.6352631578947369,0.01,0.01
PTEN,2011-08-11,2012-02-09,2012-02-10,2012-08-09,0.3827847978146237,-0.014904462019984,0,0.32263157894736844,0.7722222222222221,-0.7677777777777777
FHN,2011-08-11,2012-02-09,2012-02-10,2012-08-09,0.37893802000534477,-0.07948520651827165,0,0.791578947368421,0.01,0.01
KMB,2011-08-11,2012-02-09,2012-02-10,2012-08-09,0.1523428657672223,0.1230449450937041,0,0.37473684210526315,0.01,0.01
OXY,2011-08-11,2012-02-09,2012-02-10,2012-08-09,0.40145429033108204,-0.04094670494648659,0,0.21842105263157896,0.11888888888888888,-0.8788888888888888
ERIC,2011-08-11,2012-02-09,2012-02-10,2012-08-09,0.23359895925174504,0.0954999555617651,0,0.01,0.6633333333333333,-0.3233333333333333
AES,2011-08-11,2012-02-09,2012-02-10,2012-08-09,0.2502347104292308,-0.0789333403318912,0,0.791578947368421,0.01,0.01
MSTR,2011-08-11,2012-02-09,2012-02-10,2012-08-09,0.6598291122815878,-0.2049557109245443,0,0.01,0.7722222222222221,-0.5455555555555556
MRK,2011-08-11,2012-02-09,2012-02-10,2012-08-09,0.2366718032353326,0.18367553708649126,0,0.6873684210526316,0.01,0.01
NVDA,2011-08-11,2012-02-09,2012-02-10,2012-08-09,0.5432865088980154,-0.046666089302840066,0,0.01,0.01,-0.10111111111111111
CAG,2011-08-11,2012-02-09,2012-02-10,2012-08-09,0.17691693957021054,-0.031197592957057194,0,0.5831578947368421,0.01,0.01
MCHP,2011-08-11,2012-02-09,2012-02-10,2012-08-09,0.3118327342471152,0.0410004499186502,0,0.32263157894736844,0.22777777777777777,-0.2122222222222222
FE,2011-08-11,2012-02-09,2012-02-10,2012-08-09,0.1315332330765539,0.04999600889791649,0,0.16631578947368422,0.44555555555555554,-0.5455555555555556
BA,2011-08-11,2012-02-09,2012-02-10,2012-08-09,0.5045956505974782,-0.016248007493721295,0,0.6352631578947369,0.01,0.01
NVO,2011-08-11,2012-02-09,2012-02-10,2012-08-09,0.26118556364537643,0.17700317419126863,0,0.7394736842105263,0.01,0.01
EQT,2011-08-11,2012-02-09,2012-02-10,2012-08-09,0.5447110464575542,-0.09362355513172876,0,0.5310526315789474,0.01,0.01
INFY,2011-08-11,2012-02-09,2012-02-10,2012-08-09,0.10191287215817063,-0.25427516679812673,0,0.6873684210526316,0.01,0.01
UMC,2011-08-11,2012-02-09,2012-02-10,2012-08-09,0.36340153752356635,-0.09777577564239669,0,0.7394736842105263,0.01,0.01
